Files already downloaded and verified
/home/chavicoski/anaconda3/envs/onnx/lib/python3.8/site-packages/torch/onnx/utils.py:46: UserWarning: You are exporting the model to ONNX while in training mode with 'train' parameter not specified. The model will default to inference mode export. If you wish to export a training amenable ONNX model, specify training=TrainingMode.TRAINING or training=TrainingMode.PRESERVE (to preserve the original model state) in torch.onnx.export().
  warnings.warn("You are exporting the model to ONNX while in training mode with "
/home/chavicoski/anaconda3/envs/onnx/lib/python3.8/site-packages/torch/nn/functional.py:718: UserWarning: Named tensors and all their associated APIs are an experimental feature and subject to change. Please do not use them for anything important until they are released as stable. (Triggered internally at  /opt/conda/conda-bld/pytorch_1623448278899/work/c10/core/TensorImpl.h:1156.)
  return torch.max_pool2d(input, kernel_size, stride, padding, dilation, ceil_mode)
Train Epoch: 1 [0/50000 (0%)]	Loss: 2.301833	Acc: 8.00%
Train Epoch: 1 [1000/50000 (2%)]	Loss: 2.300065	Acc: 11.91%
Train Epoch: 1 [2000/50000 (4%)]	Loss: 2.301724	Acc: 12.62%
Train Epoch: 1 [3000/50000 (6%)]	Loss: 2.298446	Acc: 12.45%
Train Epoch: 1 [4000/50000 (8%)]	Loss: 2.289066	Acc: 13.34%
Train Epoch: 1 [5000/50000 (10%)]	Loss: 2.277684	Acc: 14.10%
Train Epoch: 1 [6000/50000 (12%)]	Loss: 2.252757	Acc: 14.72%
Train Epoch: 1 [7000/50000 (14%)]	Loss: 2.249210	Acc: 15.03%
Train Epoch: 1 [8000/50000 (16%)]	Loss: 2.254496	Acc: 15.42%
Train Epoch: 1 [9000/50000 (18%)]	Loss: 2.231904	Acc: 15.74%
Train Epoch: 1 [10000/50000 (20%)]	Loss: 2.271203	Acc: 16.10%
Train Epoch: 1 [11000/50000 (22%)]	Loss: 2.276018	Acc: 16.50%
Train Epoch: 1 [12000/50000 (24%)]	Loss: 2.239161	Acc: 16.71%
Train Epoch: 1 [13000/50000 (26%)]	Loss: 2.233005	Acc: 16.85%
Train Epoch: 1 [14000/50000 (28%)]	Loss: 2.209338	Acc: 16.97%
Train Epoch: 1 [15000/50000 (30%)]	Loss: 2.210052	Acc: 17.30%
Train Epoch: 1 [16000/50000 (32%)]	Loss: 2.234783	Acc: 17.39%
Train Epoch: 1 [17000/50000 (34%)]	Loss: 2.205770	Acc: 17.65%
Train Epoch: 1 [18000/50000 (36%)]	Loss: 2.226181	Acc: 17.80%
Train Epoch: 1 [19000/50000 (38%)]	Loss: 2.197058	Acc: 18.10%
Train Epoch: 1 [20000/50000 (40%)]	Loss: 2.184631	Acc: 18.44%
Train Epoch: 1 [21000/50000 (42%)]	Loss: 2.218433	Acc: 18.64%
Train Epoch: 1 [22000/50000 (44%)]	Loss: 2.193849	Acc: 18.86%
Train Epoch: 1 [23000/50000 (46%)]	Loss: 2.213699	Acc: 19.02%
Train Epoch: 1 [24000/50000 (48%)]	Loss: 2.196588	Acc: 19.27%
Train Epoch: 1 [25000/50000 (50%)]	Loss: 2.242553	Acc: 19.38%
Train Epoch: 1 [26000/50000 (52%)]	Loss: 2.230937	Acc: 19.47%
Train Epoch: 1 [27000/50000 (54%)]	Loss: 2.197574	Acc: 19.64%
Train Epoch: 1 [28000/50000 (56%)]	Loss: 2.193746	Acc: 19.77%
Train Epoch: 1 [29000/50000 (58%)]	Loss: 2.201183	Acc: 19.92%
Train Epoch: 1 [30000/50000 (60%)]	Loss: 2.209282	Acc: 19.97%
Train Epoch: 1 [31000/50000 (62%)]	Loss: 2.215477	Acc: 20.05%
Train Epoch: 1 [32000/50000 (64%)]	Loss: 2.196662	Acc: 20.19%
Train Epoch: 1 [33000/50000 (66%)]	Loss: 2.236039	Acc: 20.35%
Train Epoch: 1 [34000/50000 (68%)]	Loss: 2.221776	Acc: 20.50%
Train Epoch: 1 [35000/50000 (70%)]	Loss: 2.171352	Acc: 20.62%
Train Epoch: 1 [36000/50000 (72%)]	Loss: 2.178792	Acc: 20.69%
Train Epoch: 1 [37000/50000 (74%)]	Loss: 2.179247	Acc: 20.77%
Train Epoch: 1 [38000/50000 (76%)]	Loss: 2.192919	Acc: 20.89%
Train Epoch: 1 [39000/50000 (78%)]	Loss: 2.159305	Acc: 20.99%
Train Epoch: 1 [40000/50000 (80%)]	Loss: 2.193295	Acc: 21.10%
Train Epoch: 1 [41000/50000 (82%)]	Loss: 2.194992	Acc: 21.13%
Train Epoch: 1 [42000/50000 (84%)]	Loss: 2.222592	Acc: 21.22%
Train Epoch: 1 [43000/50000 (86%)]	Loss: 2.140974	Acc: 21.39%
Train Epoch: 1 [44000/50000 (88%)]	Loss: 2.237739	Acc: 21.45%
Train Epoch: 1 [45000/50000 (90%)]	Loss: 2.211330	Acc: 21.50%
Train Epoch: 1 [46000/50000 (92%)]	Loss: 2.247676	Acc: 21.54%
Train Epoch: 1 [47000/50000 (94%)]	Loss: 2.226007	Acc: 21.60%
Train Epoch: 1 [48000/50000 (96%)]	Loss: 2.198566	Acc: 21.67%
Train Epoch: 1 [49000/50000 (98%)]	Loss: 2.161052	Acc: 21.78%
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)

Test set: Average loss: 2.1959, Accuracy: 2484/10000 (25%)

[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
Train Epoch: 2 [0/50000 (0%)]	Loss: 2.173218	Acc: 30.00%
Train Epoch: 2 [1000/50000 (2%)]	Loss: 2.150874	Acc: 25.27%
Train Epoch: 2 [2000/50000 (4%)]	Loss: 2.170930	Acc: 26.71%
Train Epoch: 2 [3000/50000 (6%)]	Loss: 2.183495	Acc: 26.90%
Train Epoch: 2 [4000/50000 (8%)]	Loss: 2.150483	Acc: 26.71%
Train Epoch: 2 [5000/50000 (10%)]	Loss: 2.218172	Acc: 26.49%
Train Epoch: 2 [6000/50000 (12%)]	Loss: 2.204831	Acc: 26.59%
Train Epoch: 2 [7000/50000 (14%)]	Loss: 2.153724	Acc: 26.62%
Train Epoch: 2 [8000/50000 (16%)]	Loss: 2.143552	Acc: 26.81%
Train Epoch: 2 [9000/50000 (18%)]	Loss: 2.229575	Acc: 26.63%
Train Epoch: 2 [10000/50000 (20%)]	Loss: 2.224362	Acc: 26.68%
Train Epoch: 2 [11000/50000 (22%)]	Loss: 2.146638	Acc: 26.71%
Train Epoch: 2 [12000/50000 (24%)]	Loss: 2.146760	Acc: 26.71%
Train Epoch: 2 [13000/50000 (26%)]	Loss: 2.158199	Acc: 26.73%
Train Epoch: 2 [14000/50000 (28%)]	Loss: 2.169297	Acc: 26.76%
Train Epoch: 2 [15000/50000 (30%)]	Loss: 2.169369	Acc: 26.78%
Train Epoch: 2 [16000/50000 (32%)]	Loss: 2.196678	Acc: 27.02%
Train Epoch: 2 [17000/50000 (34%)]	Loss: 2.152050	Acc: 27.19%
Train Epoch: 2 [18000/50000 (36%)]	Loss: 2.111096	Acc: 27.31%
Train Epoch: 2 [19000/50000 (38%)]	Loss: 2.159703	Acc: 27.52%
Train Epoch: 2 [20000/50000 (40%)]	Loss: 2.050678	Acc: 27.65%
Train Epoch: 2 [21000/50000 (42%)]	Loss: 2.135052	Acc: 27.83%
Train Epoch: 2 [22000/50000 (44%)]	Loss: 2.144339	Acc: 27.91%
Train Epoch: 2 [23000/50000 (46%)]	Loss: 2.172447	Acc: 28.08%
Train Epoch: 2 [24000/50000 (48%)]	Loss: 2.136494	Acc: 28.14%
Train Epoch: 2 [25000/50000 (50%)]	Loss: 2.131830	Acc: 28.26%
